page,eng,twi
174,ready,mónkã 'ntoa
174,ready,woako ntoa mu
174,ready,woṅ nsa ye póripori
174,real,pa
174,real,pòtẽ
174,real,ewom
174,real,ete sã ampa
174,real,eye
174,real,mũ
174,real,eye asɛm mũ
174,realisation,oséyo
174,realisation,ampayo
174,realisation,potẽye
174,realisation,oseadeeyo
174,realise,mã eba (mu)
174,realise,nea woṭoṅ nyã
174,realise,nyã hõ mfaso
174,realise,dannaṅ..hõ
174,really,ampa
174,really,wóm'moá
174,reap,"tẇa (aẇi, emõ)"
174,reap,bu (abũro)
174,reap,tu (sare)
174,reap,nyã - akatua or mfaso
174,reaper,aẇitẇafo
174,rear,mã..so
174,rear,kãnyaṅ
174,rear,siesie
174,rear,yèṅ
174,rear,pã
174,rear,mpã
174,rear,kyidom
174,rear,kata mpã
174,reason,ase
174,reason,ṅhũmu
174,reason,ti
174,reason,tirim
174,reason,adẇene
174,reason,adẇempa
174,reason,pomasi
174,reason,gyinae
174,reason,yiyi ntɛṅ
174,reason,bɔ ṅkũro
174,reason,gye akinnye
174,reason,pẽ mu
174,rebel,omaṅsõfo
174,rebel,omansõtẇẽfo
174,rebel,otũatefo
174,rebellion,mansõ
174,rebellion,atũateɛ
174,rebuild,si or siesie daṅ foforo
174,rebuild,dẇũ daṅ
174,rebuke,kã or tẇi anim
174,rebuke,tẇa tɛkrɛmãfõa (-fãnã)
174,rebuke,bɔ ahohora
174,rebuke,animkã
174,rebuke,ntẇianim
174,rebuke,ahohorabo
174,recall,yi
174,recall,saṅ
174,recall,kae
174,recall,kãkae
174,recall,nea mekãe no
174,recall,mise sã a
174,recall,eye nsã
174,recall,daṅ usee or dua (a woboo me) no
175,recant,daṅ
175,recant,"a curse, daṅ nsee"
175,recant,phr. wadaṅ me dua a oboo me no
175,recantation,okãsaṅ
175,recantation,anodaṅ
175,receipt,akãnsa-ṅhõma
175,receipt,adegye-so-ṅh
175,receive,gye
175,receive,gye tom
175,receive,embrace ye atũ
175,receive,get nsa kã
175,receive,nyã
175,recent,foforo
175,recent,nnansã yi
175,recent,nṅera-ṅkõ
175,reception,ogye
175,reception,ahoho-gye
175,reception,som
175,reception,public- gũasogye
175,reception,gũabo
175,recitation,nea woḳã fi tirim
175,recitation,woḳaṅ no gũaso
175,recitation,nseṅworo
175,recite,ḳã fi tirim
175,recite,kaṅ..gũam
175,reckon,bu
175,reckon,ano
175,reckon,akõntã
175,reckon,ye ak
175,reckon,susu
175,reckon,among bu..fra mu
175,reckon,gu..so
175,reckon,hye..mu
175,reckon,kã..hõ
175,reckon,si so
175,reckon,tĩa
175,reckon,akõntã
175,reckon,bu
175,recognise,hũ
175,recognise,Ak. hunu
175,recognise,nim
175,recollect,kae
175,recollect,kãkae
175,recollect,ani ba so
175,recollect,"he tries to-, ofwẹ ne tirim"
175,recommend,kãmã
175,recommend,kamfokyerẹ
175,recommendation,bodiṅkyerẹ
175,recommendation,abodiṅakyerẹ
175,recompense,hye or si anaṅmu
175,recompense,tua ka
175,recompense,akatua (pa)
175,recompense,ṅhye-anaṅmu
175,recompense,nsianaṅmu
175,reconcile,pata
175,reconcile,kã..bo..hõ
175,reconvalescence,ahõninnim
175,reconvalescence,ahõsaṅ
175,record,kyereu hye..mu
175,record,..de hye tirim fẹ
175,record,ṅkyereutoho
175,record,diṅ-fre-ṅhõma
175,record,sport akánsi-nĩm
175,recourse,ogũaṅtoa
175,recourse,nea ode asem daṅ obi
175,recover,nyã (akyi kwaṅ)
175,recover,nyã bio
175,recover,saṅ nyã
175,recover,fr.sickn. hõ ninnim
175,recover,sãṅ
175,recover,ba (ne)hõ bio
175,recovery,ahõsaṅ
175,recreation,akwãhõsaṅ
175,recreation,ohome
175,rectangle,ahiñanaṅ a ne nsensane a edidi ṅfẉeanim sesẹe
175,rectify,tẹe so
175,rectify,tase or yiyi mu mfomso
175,rectify,daṅ mã esi ne kwaṅ so
175,rectify,"let me- it, mã mentẹe (wo) so"
175,red,kõ
175,red,kokõ
175,red,in cpds. ..bẹṅ
175,red,e. g. osubẹṅ n. a.
175,red,scarlet kóbẹṅ
175,red,..dam
175,red,damãrãmã
175,red,Turkey- adídí
175,red,fiery- yẹṅṅ
175,red,yèmmẹṅṅ
175,red,brown odobẹṅ
175,red,v. bere
175,red,"to be-hot, (dade) do kõ"
175,redden,bere
175,redeem,poṅ
175,redeem,gye
175,redemption,agyede
175,redemption,ogye-adwuma
175,redemption,opoṅ
175,redhot,..ado kõ or srãmsrãm
175,reduce,tẹ(u) or hũaṅ or yi so
175,reduce,bẹre (bo) ase
175,reduction,nteso
175,reduction,nyiso
175,reduction,ṅhũaṅso
175,reduplicate,bo hõ
175,reduplicate,-anim
175,reduplicate,pem-
175,reduplication,mmoho
175,reduplication,mmoanim
175,reduplication,mpemanim
175,reed,ratan demmere
175,reed,pl. un-
175,reed,kète
175,reed,oyẹe
175,reed,mfeã
175,reed,bulrush mmeu
176,reef,obo a ɛtɛre nsu or asase mu
176,reel,him
176,reel,hiṅhim
176,reel,stagger to ntintaṅ
176,refer,de to hɔ
176,refer,de daṅ
176,refer,nea
176,referee,osɛntwamfo
176,refine,po or twi hɔ
176,refine,yi hɔ fi
176,refine,bere (sika) hɔ
176,refine,skim pa (ani)
176,refine,so
176,refine,"well mannered person, okánni"
176,reflect,susu
176,reflect,dwɛn
176,reflect,dwene
176,reform,sesɛ(u)
176,reform,daṅ mu
176,reformation,osɛɛu
176,refresh,mã..hɔ dwo
176,refreshment,mmerɛsu
176,refreshment,mmerɛsã
176,refreshment,ṅkãano
176,refreshment,ṅkãyam
176,refuge,hintabea
176,refuge,gũaṅkobea
176,refuge,gũaṅdobea
176,refuge,"to seek, take-, gũaṅdo"
176,refuge,toa
176,refund,daṅ mã
176,refund,hye mu or -anaṅ
176,refuse,kame
176,refuse,pa
176,refuse,po
176,refuse,mu
176,refuse,adesé
176,refuse,nsã ase pũ
176,refuse,of palmnuts mmɛfɛ
176,refuse,ṅkaéfɔ
176,regain,nyã bio
176,regain,saṅ fa
176,regain,call back poṅ
176,regard,fwɛ
176,regard,bu
176,regard,fa hɔ brb
176,regardless,nea wommu
176,regardless,woṅfwɛ no kyea
176,regardless,"to be-, aniansowa"
176,regent,omaṅkrâdo
176,regent,nea osi ohene anaṅmu (fwɛ omaṅ)
176,regiment,dom or nsrafoku
176,regiment,dom ṅkyekyɛm bi
176,register,diṅfrɛ ṅhõma
176,register,"attendance-, asũaemuba or adwumaye so ṅhõma"
176,registrar,public- omaṅ hɔ ṅhõma (horo) so fwɛfo nɛ ne kyerɛufo
176,registrar,"of marriages, aware hɔ nsɛmkyerɛufo"
176,regret,brb
176,regret,yɛ..ya or ahometé
176,regret,ahõnu
176,regret,brb
176,regret,hɔ awɛrɛho
176,regret,asɛm a ɛyɛ..yá
176,regular,nea ɛfa or ɛnam ne kwaṅ so
176,regular,wo-ano wo-ano
176,regular,nea esi so pɛ
176,regulate,hyehyɛ
176,regulate,siesie
176,regulate,mã ɛfa ne kwaṅ so
176,regulation,rules amammuisɛm
176,regulation,nsiesiemú
176,rehearse,kã ti mu
176,rehearse,kã kyerɛ
176,reign,di hene
176,reign,di..so
176,reign,henni
176,reign,nniso
176,rein,nnarekahãma
176,reinforcement,mmagum
176,reject,tõ..kyene
176,reject,po
176,reject,pa
176,reject,admonition tu (afotu) gu
176,rejoice,ani gye
176,rejoice,yɛ fɛ
176,rejoice,gye ani
176,rejoice,kyekye wɛrɛ
176,rejoin,toa
176,rejoin,"ing, otoá"
176,relate,kã
176,relate,bɔ kaseɛ
176,relate,mã asɛm
176,relate,"d to, bɔ abusũa"
176,relate,refer to fa..hɔ (brb)
176,relation,"relative, -s, onĩ"
176,relation,obusũani
176,relation,abusũa
176,relative,nea ɛbɔ abusũa
176,relative,"pronoun, diṅ ṅhyɛanaṅmu a ɛkã nsɛm 2 bɔm"
176,relax,dwo ani
176,relax,gõ
176,relax,or hodwo mu
176,relax,brb
176,relax,so hũaṅ
177,release,gya okwaṅ
177,release,gyā
177,release,gye
177,release,yi
177,release,okwanto
177,release,ogye
177,release,oyi
177,relic,nnekae
177,relic,nnikae
177,relic,owufo hō ade
177,relic,adaṅkasa
177,religion,onyamesom
177,religion,osōm
177,religious doctrine,onyamesom hō kyere
177,relinguish,daṅ
177,relinguish,gyā..kyene
177,reluctance,ahītee
177,rely,de nehō to..so
177,rely,ani da so
177,rely,tweri
177,rely,dàṅ (obi)
177,remain,ka
177,remain,ka akyiri
177,remain,"trā (ho, mu)"
177,remain,kye
177,remain,"it -s in my ears = makes impression on me, edi m'asōm dẹm"
177,remainder,ṅkaé
177,remainder,nnekae
177,remainder,nnikae
177,remainder,ntwakae
177,remark,hū
177,remark,kae
177,remark,kā
177,remark,hye agyirae
177,remark,asẹm nsō
177,remarkable,atitirimu
177,remarkable,kūnini
177,remarkable,nea eduobo
177,remedy,ano aduru
177,remember,kae
177,remember,ani wọ so
177,remember,ani ba so
177,remember,bọ obi ṅkáé
177,remembrance,ṅkáé
177,remembrance,nnyáfìṅkáé
177,remind,kae (obi)
177,remind,mã..ani ba so
177,remit,soma
177,remit,saṅ
177,remit,tua..ka
177,remit,kye
177,remittance,sikamãṅa
177,remittance,soma
177,remittance,fafiri
177,remnant,"cf. remainder, rest"
177,remonstrate,yiyi nteṅ
177,remote,akyirikyiri
177,remote,tọṅṅ
177,remove,yi (fi) họ
177,remove,yiyi
177,remove,de (fa) ..kọ
177,remove,twi kọ
177,remove,tu so
177,remove,pam
177,remove,tu
177,remove,daṅ dua
177,remove,nseẹ
177,removal,yikọ
177,removal,ntusó
177,rend,sũane
177,rend,sunsũane
177,rend,të(u) mu
177,rend,tetëu
177,rend,pae
177,rend,"rent, prt., gō"
177,rend,ntamagō
177,rend,m'asepatere ayẹ gō
177,render,daṅ
177,render,saṅ de mã
177,render,hye anaṅ mu
177,render,kyere ase
177,render,da..ase
177,render,mã aguare
177,renew,sesẹu
177,renew,yẹ..foforo
177,renew,toa
177,renew,si ne tete anaṅmu
177,renew,dwū (daṅ)
177,renewal,mfũẹmú
177,renewal,ọtoá
177,renounce,pa (gyidi)
177,renounce,pa..họ akyi
177,renounce,hyira..so
177,renouncement,akyipa
177,renouncement,ṅhyiraso
177,renouncement,ahọakyipa
177,renovator,ọpámàgo
177,renown,diṅ
177,renown,dimpa
177,renown,wọ diṅ
177,renown,(ne) diṅ ahye
177,rent,etō
177,rent,apeatō
177,rent,ẹhọ nsã
177,rent,otetee
177,rent,agòagó
177,repair,sesẹu
177,repair,sã
177,repair,tātā
177,repair,tuatua
177,repair,pompam
177,repair,yẹ yiye
177,repair,hye anaṅmu
177,reparation,nsianaṅmu
177,reparation,nsesẹē
177,repay,tua ka
177,repay,daṅ mã
177,repay,hye anaṅmu
177,repeal,saṅ asẹm
177,repeal,mmăra mu
177,repeal,daṅ ani
177,repeal,yi..họ
177,repeat,(kā) si or tī..mu
177,repeat,(kasa) saṅ mu
177,repeat,yẹ..bio
177,repeat,saṅ yẹ..
177,repeat,kā
177,repeat,kā sim'
177,repeat,fea..so
177,repeat,pā so
178,repeatedly,ntoatoaso
178,repeatedly,ntĭmu
178,repetition,ntĭmu
178,repetition,ọkasasaṅmú
178,repent,nŭ nehŏ
178,repent,sakra..adwene
178,replace,hye anaṅmu
178,replace,de beto
178,replace,besi nea ɛda
178,replace,esi
178,reply,bua
178,reply,gye..so
178,report,kaseɛ
178,report,bọ
178,report,amanee
178,report,akwaṅmusɛm
178,report,atesɛm
178,report,ṅkă
178,report,ateṅkă
178,report,nsise
178,report,ahyesɛm
178,report,asɛmhyee
178,reporter,ọbọfo
178,reporter,okyĕăme
178,reporter,ọtéḳọfọ
178,repose,tră ase
178,repose,home
178,repose,da
178,reposit,sie
178,reposit,de..sie
178,reposit,to
178,reposit,hye (bābi)
178,representant,nea ogyina obi anaṅmu
178,representant,anaṅmusifo
178,representant,odimãfo
178,reprehend,kă
178,reprehend,twi anim
178,reprehend,kasa (obi)
178,reprimand,kă
178,reprimand,twi anim
178,reprimand,kasa (obi)
178,reproach,yau
178,reproach,tĕẹtĕɛ
178,reproach,bua..sŏ
178,reproach,si..anim
178,reproach,yi anăṅatĕṅ
178,reprove,yau
178,reprove,tĕẹtĕɛ
178,reprove,bua..sŏ
178,reprove,si..anim
178,reproach,asŏbùá
178,reproach,ye ya
178,reproof,ṅkăanim
178,reproof,ntwianim
178,reptile,aboa a ɛwĕa fam
178,republic,kwasafomăṅ
178,republic,kwà-măṅmăṅ
178,repugnant,eye (me) nyăne
178,repugnant,nyănenyăne
178,repulse,sĭaṅka
178,repulse,tutu
178,repulse,pam
178,repulse,pini dọm
178,reputation,diṅ
178,reputation,nĭdi
178,reputation,ateṅkă (pa)
178,reputation,at. (bọne)
178,repute,susu
178,repute,bu
178,repute,dwene obi
178,request,kyepa
178,request,adesĕrɛ
178,request,sĕrɛ
178,request,pa kyĕ
178,request,bisa
178,require,(de) hye bisa
178,rescue,gye
178,rescue,yi
178,rescue,fwĭm
178,resemble,sɛ
178,resemble,sɛ so
178,resemble,wĭewĭe
178,reserve,nnawase-twăfo
178,reserve,de..sie
178,reserve,kora so
178,reserve,kyee so
178,reserve,n'ano ye duru
178,reserve,ṅkotoakyiri
178,reserve,koto akyiri
178,reservoir,baka
178,reservoir,asubura
178,reservoir,nsu korabe
178,residence,trăbe
178,residence,trăbere
178,residence,ahemfi
178,residence,aheṅkŭro
178,residuum,adesé
178,residuum,adesé-twĭ
178,resign,daṅ
178,resign,gyă mu to họ
178,resign,gyae
178,resign,daṅ..hŏ mă
178,resign,hyira..so
178,resolute,nea ne bo atī
178,resolute,ne bo or koko ye duru
178,resolution,tirimbọ
178,resolution,ebosi
178,resolve,di..tirim
178,resolve,bọ tirim(pọ)
178,resolve,si..bo
178,resolve,koko
178,resort,(tā) hyia (bābi)
178,resort,gŭaṅ toa (obi)
178,resort,gŭaṅ kọ
178,resort,dọ
178,resort,bọ dofọā
178,resort,ṅkokora
178,respect,fere
178,respect,bu
178,respect,ani sọ
178,respect,fwĕ anim
178,respect,bu..kese
178,respect,bā-séwá
178,respect,efere
178,respect,afére
178,respect,obu
178,respect,animfwĕ
178,respecting,nea efa..hŏ brb
178,respecting,făm
179,respire,cf. breathe
179,respond,bua
179,respond,gye..só
179,respond,tua..ano
179,response,nnyeso
179,response,mmuae
179,responsible,nea wọde hǫ asem bisa no
179,rest (remainder),ṅkae
179,rest (remainder),ntwa-kae
179,rest (remainder),siṅ
179,rest (remainder),asiṅasiṅ
179,rest (repose),ǫhome
179,rest (repose),hǫnam (mu) adagye
179,rest (repose),ahǫdwǫ
179,rest (repose),ahomegye
179,rest (repose),n'asǫm adwǫ
179,rest (repose),n'asǫm nṅwǫ no
179,rest,home
179,rest,sǫe
179,rest,hǫ dwǫ
179,rest,ka
179,rest-ing-place,asǫe
179,rest-ing-place,ahomegyebea
179,restless,yẹ petérépètéré
179,restless,kitikiti
179,restless,nehǫ ṅkā nehǫ
179,restless,ǫnua hǫ komm
179,restless,nehǫ ha no
179,restless,hwānyaṅ no
179,restless,pere-
179,restless,nseṅ-
179,restless,tītī-
179,restlessness,kitikitiye
179,restitution (restoration),ǫtoá
179,restitution (restoration),anaṅmuhye
179,restitution (restoration),ṅhyeanaṅmu
179,restitution (restoration),nsianaṅmu
179,restore,sianaṅmu
179,restore,sesẹu
179,restore,daṅ mā
179,restorer,ǫsesẹfo
179,restorer,ǫdáṅmāfo
179,restorer,ǫpámāgo
179,restorer (of life),ṅkwāsiaṅkafo
179,restrain,si ano
179,restrain,si kwaṅ
179,restrain,dwūdwǫ
179,restrain,sĩaṅka
179,restrain,kame
179,result,aba
179,result,..so ade
179,result,nea efi brb. mu (ba)
179,result,epue so
179,result (end),aẅiei
179,resume,fi..ase bio
179,resume,saṅ nū..fū or saṅ koyǫ
179,resurrection,ǫwusǫre
179,resurrection,wunyaṅ
179,retail,di mpewa
179,retail,si kòṅkó
179,retail,danaṅ..hǫ
179,retail (n.),mpewadi
179,retail (n.),kòṅkó-sí
179,retail (n.),license
179,retail (n.),mpewadi hǫ kwaṅmā ṅhǫma
179,retain,so mu
179,retain,saṅ
179,retain,sĩaṅka
179,retaliation,anaṅmuhye
179,retire,pini akyiri
179,retire,twẽ..hǫ
179,retire (for pension),gyae adwūma (kǫ) home
179,retreat,aguā
179,retreat,ṅkyiripini
179,retreat (pension),homedibea
179,retribute,hye anaṅmu
179,retribute,si-
179,return,saṅ (ba)
179,return,saṅ n'akyi or akyiri daṅ nehǫ
179,return (n.),osaṅ
179,return (n.),nsaṅakyiri
179,return (n.),ǫdaṅmā
179,return (n.),akatua
179,return (n.),ṅhyeanaṅmu
179,return (n.),aseda
179,return (answer),mmuae
179,return (gain),mfaso
179,return (s),dẅumadi or tōyi hǫ anobu
179,reveal,yi so
179,reveal,yi adi
179,reveal,yi kyerẹ
179,revealer (of secrets),apẹdeahǫ
179,revenge,aẅere-tǫ or -di
179,revenge (to take),tǫ or di ẅere
179,revenue,nea ọmaṅ nyā tōgye
179,revere,fẹre
179,revere,ani sǫ (obi)
179,reverse,daṅ
179,reverse,sakra
179,reverse,tue
179,reverse,butu
179,reverse,bǫ..abirá
179,reverse (n.),akyiri
179,reverse (n.),abira
179,reverse (take the),bǫ (asẹm) no abira (mā yeṅfẅe)
179,revert,saṅ or fẅe akyi
179,revert,daṅ mu
179,revoke,cf. recant
179,revile,yau
179,revile,di..atẹm
179,revile,sopa
179,revise,fẅe mu
179,revise,saṅ fẹfẹ mu
179,revolt,te atũa
179,revolt,twẽ mansǫ
179,revolution,atũate
179,revolution,mansǫ
179,revolution,-twẽ
180,revolve,twa hɔ (hyia)
180,revolve,di kyiṅhyiá
180,revolve,kyiṅ
180,revolver,atwẹrewá
180,revolver,kodiawúo
180,reward,tua ka
180,reward,tua akatua pa
180,reward,akatuapa
180,reward,esoade
180,rheumatism,okwáhá
180,rheumatism,oséṅmù
180,rheumatism,ahŏtutuo
180,rheumatism,atutuo
180,rhinoceros,ẹsono akyi aboa bi a abẹṅ si ne fẅene so
180,rib,aparō
180,rib,apare
180,rib,kyinié mp.
180,ribbon,(sirikyi) bĕnă
180,ribbon,bámma
180,ribbon,ntamabamma
180,rice,ẹmŏ
180,rice,odum
180,rich,wo or nyă ade
180,rich,wo sika
180,rich,nyă nehŏ
180,rich,di tāmu
180,rich,odefo
180,rich,osikani
180,rich,ghŏnyãfo
180,rich,dẅetiwani
180,rich,obirempŏṅ
180,riches,ade
180,riches,ahŏnyãde
180,riches,adedodo
180,ricinus,adedeṅkrūmá
180,rid,yi fi hŏ or mu
180,rid,gye
180,rid,të(u) hŏ
180,rid,sore hŏ or so
180,rid,brb. sore brb. so
180,rid,tẅĕ
180,rid,yi or nyă ne hŏ fi
180,riddle,abŏrŏmĕ
180,riddle,abr.
180,riddle,abebusem
180,ride,tră (te) opoṅko or teaseenam so
180,ride,da hamaṅkă mu
180,rider,opoṅkofo
180,rider,opoṅko-sotefo
180,rider,bepotifĭ
180,ridge,abósám
180,ridge,mmepo-kyerepèṅ
180,right,pa
180,right,trĕnĕ
180,right,potĕ
180,right,tĕe
180,right,tĕne
180,right,ye
180,right,sẹ
180,right,fata
180,right,di bem
180,right,odi wofẅé
180,right,wom-moá
180,right,wontẅa apau
180,right,nifă
180,right,nsa
180,right,onifăfo
180,right,bem
180,right,bemdi
180,right,ade
180,right,asẹde
180,right,hŏ kwaṅ
180,right,asẹtrĕnĕ
180,right,adetrĕnĕ
180,righteous,trĕnĕ
180,righteous,otrĕnĕni
180,righteous,otĕfo
180,righteous,tĕe
180,righteous,di bem
180,righteous,di mũ
180,righteous,osẹnnẹ
180,righteousness,otĕe
180,righteousness,trĕnĕ
180,righteousness,bemdi
180,righteousness,ne tĕe a ontĕe
180,rigid,kyĕṅkyĕṅkyĕṅ
180,rim,ano
180,rim,mmarehŏ
180,rind,abŏṅ
180,rind,ẹhono
180,rind,ommŏo hŏ bŏṅ ẹ
180,ring,woso or bọ (doṅ)
180,ring,gyigye
180,ring,n'asŏm ye no yoṅṅ
180,ring,kā
180,ring,kàwa
180,ring,petea
180,ring,toṅkokā
180,ring,nŏmâfuru
180,ring,tabaṅ
180,ring,haṅkare
180,ring,haṅkra
180,ring,kontoṅkrŏṅ
180,ring-leader,okotẅĕbĕrefo
180,pad,kahiri
180,pad,kahire
180,pad,kare
180,worm,kóré
180,worm,ponoe
180,ringlet,ṅhwī apoapo
180,ringlet,mpom
180,rinse,hohoro or yi mu
180,rinse,guare
181,"riot, v.",tẽu atũa
181,"riot, v.",twẽ mansõ
181,"riot, v.",revel
181,"riot, v.",bo ahofwi
181,"riot, n.",mansõtwẽ
181,"riot, n.",atũatee
181,"ripe, a.",nea abẽn
181,"ripe, a.",abere
181,"ripe, a.",ahoa
181,"ripe, a.",awo
181,"ripe, a.",abo
181,"ripe, to be, grow-",bẽn
181,"ripe, to be, grow-",bere
181,"ripe, to be, grow-",hoa
181,"ripe, to be, grow-",wo
181,"ripe, to be, grow-",bo
181,"rise, v.",sore
181,"rise, v.",sosọ
181,"rise, v. (of sun)",n. a.
181,"rise, v. (throw up)",pue
181,"rise, v. (throw up)",kukuru
181,"rise, v. (throw up)",hore
181,"rise, v. (price of s. th.)",ebo foro
181,"rise, v. (ascend)",ko soro
181,"rise, v. (prosper)",ko so
181,"rise, v. (prosper)",fi mu
181,"rise, v. (river -s)",ba
181,"rise, v. (revolt)",twẽ mansõ
181,"rise, v. (fig.)",si so
181,"rise, v. (phr. the -ing generation is industrious)",mmofra a woasi so yi yẹ nsi
181,"rise, n.",osore
181,"rise, n.",opue
181,"rise, n. (origin)",mfiase
181,"rise, n. (origin)",aséfí
181,"risk, n.",asiane
181,"risk, n.",kokoyére
181,"risk, n.",esi bābi a asi
181,"risk, n.",owu-owu a
181,"risk, n.",ṅkwã
181,"risk, n.",ṅkwãṅkwã a
181,"risk, n.",owu
181,"risk, v.",de..ṅkwã to..nsam
181,"risk, v.",yere(ne) koko de yẹ brb
181,"rival, n.",okansifo
181,"rival, n. (jealous p.)",oniukufo
181,"rival, n. (jealous p.)",okorafo or kórà
181,"rival, n. (jealous p.)",osidifo
181,"river, n.",asu
181,"river, n.",asu(bọn)teṅ
181,"river, n. (beyond the -)",asúogya
181,"river, n. (bed)",osukã
181,"river, n. (bed)",osuboṅ
181,"river, n. (bed)",obóṅkã
181,"rivulet, n.",asuwa
181,"rivulet, n.",asutemma
181,"road, n.",okwaṅ
181,"road, n.",otempoṅ
181,"road, n.",apoṅkokwaṅ
181,"road, n. (rail -)",adabaṅkwaṅ
181,"road, n. (well-cleared -)",ṅkwammoe
181,"road, n. (bad -)",akwamfõ
181,"road, n. (clearing of -)",akwámmó
181,"roam (about), v.",kyini
181,"roam (about), v.",wo ntwẹ[twẹde]
181,"roar, v.",yẹ hō
181,"roar, v.",bom'
181,"roar, v.",bobom'
181,"roar, v.",sũ
181,"roast, v. (bake in an oven)",tõ
181,"roast, v. (bake in an oven)",tőtõ
181,"roast, v. (fry in a pan or on a roaster)",kye
181,"roast, v. (at the bare fire)",kisã
181,"roast, v. (burn the hair fr. a dead animal)",hũ
181,"rob, v.",wia
181,"rob, v.",bo kroṅ
181,"rob, v.",kroṅo
181,"rob, v.",fõ
181,"rob, v.",yi adwo
181,"rob, v.",twa..dwo
181,"robber, n.",owifo
181,"robber, n.",okromfó
181,"robber, n.",fõfo
181,"robber, n.",odwotwafo
181,"robber, n.",okwaṅmukãfo
181,"robbery, n.",kroṅ
181,"robbery, n.",kroṅo
181,"robbery, n.",akrommo
181,"robbery, n.",adwóyi
181,"robbery, n.",dwotwá
181,"robbery, n.",akwaṅmukã
181,"robe, n.",batakari
181,"robe, n.",adurade
181,"rock, n.",obo
181,"rock, n.",obótaṅ
181,"rock, n.",abósám
181,"rock, n.",botantim
181,"rock, v.",woso
181,"rock, v.",poso
181,"rock, v.",pusu
181,"rock, v. (-ing part.)",pòsoposo
181,"rocket, n.",osramaṅ
181,"rod, n.",dua
181,"rod, n.",nnua
181,"rod, n.",abā
181,"rod, n.",mmā
181,"rod, n. (ram -)",twenewá
181,"rogue, n.",ohofwini
181,"rogue, n.",ose safo
181,"rogue, n.",akwākyére
181,"rogue, n.",obusufo
181,"rogue, n.",osatofo
181,"rogue, n.",osapẽ
181,"roll, v.",pire
181,"roll, v.",muni
181,"roll, v. (fig.)",yantam
181,"roll, v. (-up)",bọto(u)
181,"roll, n.",purú
181,"roll, n. (of tobacco)",kêsi
181,"roof, n.",odaṅ
181,"roof, n.",atifĩ
181,"roof, n.",osuhyẹ
181,"roof, n. (phr. audiatur et altera pars)",osuhyẹfã wommua so
181,"roof, v.",kuru
181,"roof, v.",bo (daṅ) so
181,"room, n.",odaṅ
181,"room, n.",dámpáṅ
181,"room, n. (bed -)",pia
181,"room, n. (bed -)",dabere
181,"room, n. (bed -)",pákùsu
181,"room, n. (store -)",pumpunu
181,"room, n. (drawing -)",asa(so)
181,"room, n. (space)",okwaṅ
181,"room, n. (phr. there is - for you)",okwaṅ da họ mã wo
181,"roomy, a.",hãhãrã
181,"roomy, v.",emu go
181,"roomy, v.",emu bae
182,root,dua ase
182,root,ntini
182,root,ṅhiṅ
182,root,gye ntini
182,root,gye ṅhiṅ
182,root,tim
182,root,atim
182,root,n'ase atim
182,root,ne yam at.
182,root,tu
182,root,tutu
182,root,gu ase
182,root,tore ase
182,rope,ntampe
182,rope,hãma
182,rope,ntomporie
182,rot,pɔrɔ
182,rot,sū
182,rotate,di kyiṅhyia
182,rotate,atwǎsi
182,rotten,fɔ
182,rotten,nea apɔrɔ
182,rotten,asū
182,rotten,pŭróku
182,rotten,nea ne sè apɔrɔ
182,rotten,òye pŭróku
182,rotteness,pɔrɔe
182,rough,aŵereaŵere
182,rough,wěŵerē
182,rough,wòserekā
182,rough,wùrikyerē
182,rough,dua ko
182,rough,sǐā
182,rough,ohupɔni
182,rough,ye hãehãe
182,rough,pupu..ani kyere
182,rough,apŭrukú
182,rough,fufū ap.
182,rough,asɛnnenneṅ
182,round,puru
182,round,kurukuruwa
182,round,korokorowa
182,round,kontoṅkroṅ
182,round,dantabaṅ
182,round,aṅwóramaṅ
182,round,bo kontoṅkroṅ
182,round,twa hō hyia
182,round,kwae
182,round,yi akwa
182,round,kwati kwaṅ
182,round,mãṅ(fa) bābi
182,round,eye ade a woṅkwae(nto ho)
182,rouse,nyaṅ
182,rouse,kànyaṅ
182,rouse,hwãnyaṅ
182,rout,pam
182,rout,tutu
182,rout,kã gu
182,rout,yi(dɔm)
182,rove,kyiṅ
182,rove,kyini
182,rove,tọ wuram
182,rove,bọ kó
182,rover,okwaṅmukãfo
182,rover,kobɔfo
182,rover,kabonnãfo
182,row,kyerepeṅ
182,row,ntoatoaso
182,row,ntọkwa-kõ
182,row,mmātọkwa
182,row,hàre
182,row,F. kwane
182,rower,okwãmfó
182,royal,nea eye ohene dea
182,royal,esę ohene
182,royal,ahenné(e)
182,rub,twi
182,rub,twū
182,rub,twitwi
182,rub,sra
182,rub,posa
182,rub,pọ..hõ
182,rub,kwa(u) ntwomá n. a.
182,rude,apekō
182,rude,ntọkwape-fo
182,rude,otutupefo
182,rudiment,mfitia-de
182,rudiment,sem
182,ruffian,otọṭọbọnéfo
182,ruffian,odwọṭwa-fo
182,ruffian,okwaṅmukãfo
182,rugged,hùtùhùtū
182,ruin,buru
182,ruin,dẅiri
182,ruin,bọ
182,ruin,bobọ
182,ruin,see
182,ruin,afitū
182,ruin,odantu(o)
182,ruin,abansiṅ
182,ruin,amamfó
182,ruin,akŭrofó
182,ruin,afabo
182,ruin,agoago
182,ruin,abu
182,ruin,oburu
182,ruin,osee
182,ruin,obọ
182,ruin,pǎntǎntẅeré
182,ruinous,agō
